URLs;Identifies;Mode_de_decouverte;Plateformes
http://www.revuecabaret.com/;oui;methodologie;
http://www.revuecabaret.com/hs1.pdf;oui;methodologie;pdf
http://www.revuecabaret.com/hs5.pdf;oui;methodologie;pdf
http://www.revue-secousse.fr/Secousse-13/Carte-blanche/Sks13-Neuves-Mouches.pdf;oui;methodologie;pdf
http://www.revuesqueeze.com/;oui;methodologie;
http://www.revue-tanka-francophone.com/;oui;methodologie;
http://www.rolandhalbert.fr/;oui;methodologie;
http://www.romanspays.net/;oui;cartoweb_JP;
http://www.sagalane.com/;oui;methodologie;
http://www.scriptopolis.fr/;oui;methodologie;
http://www.serge-muscat.com/;oui;methodologie;
http://www.sistoeurs.net/;oui;methodologie;
http://www.tatianaderosnay.com/;oui;methodologie;
http://www.tempslibres.org/;oui;methodologie;
http://www.tempslibres.org/tl/docs/SBPoeme-minuscule.pdf;oui;methodologie;pdf
http://www.tempslibres.org/tl/fr/centre.php#base;oui;methodologie;
http://www.tempslibres.org/tl/revues/traces/;oui;methodologie;
http://www.territoire3.org;oui;autre;
http://www.thehaikufoundation.org/omeka/files/original/a66672d2dec80484ba68cad203526847.pdf;oui;methodologie;pdf
http://www.thierrycazals.fr/;oui;methodologie;
http://www.tierslivre.net/;oui;methodologie;
http://www.unebonnenouvelleparjour.com/article-cafe-the-jeu-n-1-65065902.html;oui;methodologie;
http://www.unjourunpoeme.fr/poeme/anamnese;oui;methodologie;
http://www.unjourunpoeme.fr/poeme/au-soir-du-second;oui;methodologie;
http://www.unjourunpoeme.fr/poeme/conjuration;oui;methodologie;
http://www.u-reed.com/lecteur.php?id=6397&width=580&height=848&bg=FFFFFF;oui;cartoweb_JP;
http://www.vieiletang.com/basho.html;oui;methodologie;
http://yvanleclerc.blogspot.com/;oui;methodologie;blogspot
http://yvebressande.over-blog.com/;oui;methodologie;over-blog
http://yvestissot.blogspot.com/;oui;methodologie;blogspot
http://yvroud.blogspot.com/;oui;repertoire_des_ecritures_num;blogspot
http://yzabel2046.blogspot.com/;oui;methodologie;blogspot
http://yzarts.over-blog.com/;oui;methodologie;over-blog
https://aaof.ca/;oui;methodologie;
https://accrocstich.es/index.php?;oui;autre;
https://aladerive.jimdofree.com/;oui;methodologie;jimdofree
https://alainhenry.blog/;oui;methodologie;
https://alferi.fr/?og=1;oui;cartoweb_JP;
https://alienorsamuel.wixsite.com/alienorsamuelherve;oui;methodologie;wixsite
https://aloredelam.com/;oui;autre;
https://amontour.wordpress.com/2009/11/10/582/;oui;methodologie;wordpress
https://andrecarpentier.wordpress.com/;oui;repertoire_des_ecritures_num;wordpress
https://andrelbn.wordpress.com/2012/12/07/vaseco-septieme-christophe-sanchez-un-train-vert-et-gris-2/;oui;methodologie;wordpress
https://andrelbn.wordpress.com/2018/12/;oui;methodologie;wordpress
https://angedemarchi.wixsite.com/;oui;methodologie;wixsite
https://annadesandre.com/;oui;autre;
https://anne-lise-blanchard-poesie.com/;oui;methodologie;
https://antifixion.blogspot.com/;oui;autre;blogspot
https://antoinebrea.tumblr.com/;oui;methodologie;tumblr
https://arbrealettres.wordpress.com/;oui;methodologie;wordpress
https://arbrealettres.wordpress.com/2018/03/30/chapelle-du-pic-philippe-quinta/;oui;methodologie;wordpress
https://arielleffe.jimdofree.com/;oui;methodologie;jimdofree
https://arnocalleja.tumblr.com/;oui;methodologie;tumblr
https://art.rmngp.fr/fr/users/bberne;oui;methodologie;
https://artsrtlettres.ning.com/profiles/blog/list?user=0gnxaq0pxerfh;oui;methodologie;
https://artsrtlettres.ning.com/profiles/blog/list?user=2qmwjkurfbqyr;oui;methodologie;
https://association-francophone-de-haiku.com/wp-content/uploads/2018/04/revue-gong/Gong57.pdfero46;oui;methodologie;pdf
https://association-francophone-de-haiku.com/wp-content/uploads/2019/03/GONG59.pdf;oui;methodologie;pdf
https://association-francophone-de-haiku.com/wp-content/uploads/2019/08/GONG60.site_.pdf;oui;methodologie;pdf
https://asuivre.lillemetropole.fr/userfiles/file/bibliomobi/Joubert_Avis_de_recherche_Editions_Secretes.pdf;oui;methodologie;pdf
https://audrey-benjaminhop.wixsite.com/benjaminhopinpoete;oui;methodologie;wixsite
https://aujourlanuitjjm.wordpress.com/;oui;autre;wordpress
https://barbara-le-moene.wixsite.com/;oui;methodologie;wixsite
https://bassescontinues.wordpress.com/;oui;methodologie;wordpress
https://bbordeleau.wordpress.com/;oui;repertoire_des_ecritures_num;wordpress
https://beldemai.blogspot.com/;oui;methodologie;blogspot
https://bernardbpoesie.blog/;oui;methodologie;
https://bibliomancienne.com/;oui;methodologie;
https://bibliotrutt.eu/;oui;methodologie;
https://biendesmotsencore.blogspot.com/;oui;methodologie;blogspot
https://blog.grostextes.fr/;oui;methodologie;
https://blog.ossiane.photo/;oui;methodologie;
https://blog.ossiane.photo/2008/01/02/caravane/;oui;methodologie;
https://blogs.mediapart.fr/jean-damerique/blog;oui;cartoweb_JP;
https://blogs.mediapart.fr/noemi-lefebvre/blog;oui;cartoweb_JP;
https://boojum.fr/author/malpozzo;oui;methodologie;
https://bouilledegrenouille.typepad.fr/;oui;methodologie;typepad
https://brigetoun.blogspot.com/;oui;methodologie;blogspot
https://brigetoun.blogspot.com/2010/06/une-plante-peu-pres-aussi-fraiche-que.html;oui;methodologie;blogspot
https://brigetoun.blogspot.com/2014/05/dix-bidules.html;oui;methodologie;blogspot
https://brigetoun.wordpress.com/;oui;methodologie;wordpress
https://buffetlitteraire.com/;oui;methodologie;
https://carnetdemarseille.com/;oui;autre;
https://carnets-haijin.blogspot.com/;oui;methodologie;blogspot
https://catherineboudet.weebly.com/;oui;methodologie;weebly
https://catherineboudet.wordpress.com/;oui;methodologie;wordpress
https://catiminiplume.wordpress.com/;oui;methodologie;wordpress
https://ccommecorinne.blog/;oui;autre;
https://cdn.mainichi.jp/vol1/2019/04/10/20190410p2a00m0na015000q/0.pdf;oui;methodologie;pdf
https://cerclopatio.wixsite.com/cercle-o-patio;oui;methodologie;wixsite
https://cheminsbattus.wordpress.com/;oui;methodologie;wordpress
https://cheminsbattus.wordpress.com/2008/10/23/un-present-de-catrin/;oui;methodologie;wordpress
https://cherif.eljazeir.com/;oui;cartoweb_JP;
https://christinesaintgeours.blogspot.com/;oui;autre;blogspot
https://christophesiebert.wordpress.com/;oui;methodologie;wordpress
https://christophevanrossom.net/;oui;cartoweb_JP;
https://clementbenech.tumblr.com/;oui;autre;tumblr
https://cler.org/wp-content/uploads/2018/06/palmares2018entete.pdf;oui;methodologie;pdf
https://cocksgeorges.jimdofree.com/;oui;cartoweb_JP;jimdofree
https://cousumain.wordpress.com/2011/06/03/cousu-main-accueille-juliette-mezenc/;oui;methodologie;wordpress
https://crissure.wordpress.com/;oui;methodologie;wordpress
https://cvoyerleger.wordpress.com/;oui;repertoire_des_ecritures_num;wordpress
https://dcccvii.blogspot.com/search/label/Marl%C3%A8ne%20Tissot;oui;methodologie;blogspot
https://deferlement-de-mots.blogspot.com/;oui;cartoweb_JP;blogspot
https://denisegirardsoupir.com/;oui;methodologie;
https://desmotsenpassage.wordpress.com/;oui;methodologie;wordpress
https://desmotsetcamees.wordpress.com/;oui;methodologie;wordpress
https://d-fiction.fr/2013/03/en-route-pour-pocerolandia/;oui;methodologie;
https://diacritik.com/2016/07/07/anne-savelli-faire-des-romans-sur-la-vie-une-ville-au-loin/;oui;methodologie;
https://diacritik.com/2016/10/19/la-marelle-au-bord-de-la-mediterranee-rencontre-avec-pascal-jourdana/;oui;methodologie;
https://diacritik.com/2019/03/18/benoit-vincent-mon-projet-consiste-plus-ou-moins-a-rendre-par-des-mots-la-forme-ou-lambiance-propre-a-un-territoire/;oui;methodologie;
https://diacritik.com/2019/06/05/juliette-mezenc-le-monde-ne-va-pas-de-soi-des-especes-de-dissolution/;oui;methodologie;
https://dianedescoteaux.com/;oui;methodologie;
https://dianedxxx.wixsite.com/dianedescoteaux;oui;methodologie;wixsite
https://docplayer.fr/62091598-La-revue-du-haiku-n-61-novembre-association-pour-la-promotion-du-haiku.html;oui;methodologie;docplayer
https://docplayer.fr/7092630-La-lettre-du-haiku-n-28.html;oui;methodologie;docplayer
https://dominique-boudou.blogspot.com/;oui;methodologie;blogspot
https://drive.google.com/file/d/0B5AKNAeX9zKQaVRnbHRPbkZ6LXM/edit;oui;methodologie;google drive
https://drive.google.com/file/d/0B5AKNAeX9zKQdVBSZU1qeGVfNXM/edit;oui;methodologie;google drive
https://drive.google.com/file/d/1gFDEfN11OiS_uNOKBpQwzu0V4Uw4CQJN/view;oui;methodologie;google drive
https://ecriturbulente.com/;oui;autre;
https://ecrivainsfrancophones.wordpress.com/;oui;methodologie;wordpress
https://editionspan.com/;oui;methodologie;
https://effacements.blogspot.com/;oui;methodologie;blogspot
https://elizabeth-magnus.blog4ever.com/;oui;methodologie;blog4ever
https://empreintestrajectoires.wordpress.com/;oui;methodologie;wordpress
https://encephalogrammeduspectateur.wordpress.com/;oui;autre;wordpress
https://enjambeesfauves.wordpress.com/;oui;methodologie;wordpress
https://entenduamontreal.wordpress.com/;oui;repertoire_des_ecritures_num;wordpress
https://epaisseursansconsistance.com/;oui;methodologie;
https://etc-iste.blogspot.com/;oui;methodologie;blogspot
https://evainsdejeremie.blogspot.com/?view=classic;oui;cartoweb_JP;blogspot
https://evedelaudec.fr/ecriture/;oui;autre;
https://exorciste.wixsite.com/vaderetro;oui;methodologie;wixsite
https://fadosicontinue.blogspot.com/2017/04/fuchsias-en-habits-dhaikus-de-adamante.html;oui;methodologie;blogspot
https://flammeetsouffle.blogspot.com/;oui;methodologie;blogspot
https://flaneriequotidienne.wordpress.com/;oui;methodologie;wordpress
https://flaneriequotidienne.wordpress.com/2011/05/06/carnet-de-route-pellicule/;oui;methodologie;wordpress
https://flaneriequotidienne.wordpress.com/2015/06/05/troisieme-personne-par-christophe-sanchez-vase-communicant-53-juin-2015/;oui;methodologie;wordpress
https://florentine-rey.fr/;oui;methodologie;
https://foutouart.fr/;oui;autre;
https://fr.calameo.com/read/000611333c01a5e026f64;oui;methodologie;calameo
https://fr.calameo.com/read/000676683078ad7ef6866;oui;methodologie;calameo
https://fr.calameo.com/read/001032712653467f9d2fb;oui;methodologie;calameo
https://fr.calameo.com/read/001464457aabb465d0dc1;oui;methodologie;calameo
https://fr.calameo.com/read/0016777721d7db1a384ec;oui;methodologie;calameo
https://fr.calameo.com/read/0020273890877c614886f;oui;methodologie;calameo
https://fr.calameo.com/read/00202738979f3aef0fd50;oui;methodologie;calameo
https://fr.calameo.com/read/002027389cc0fae2a81b4;oui;methodologie;calameo
https://fr.calameo.com/read/002027389ea2f499f4d0d;oui;methodologie;calameo
https://fr.calameo.com/read/002027389fc33832af2b3;oui;methodologie;calameo
https://fr.calameo.com/read/0022908029e9447ac8439;oui;methodologie;calameo
https://fr.calameo.com/read/0031795637bdefbcf0f94;oui;methodologie;calameo
https://fr.calameo.com/read/003669245603e92b6509a;oui;methodologie;calameo
https://fr.calameo.com/read/003921604461f9bf1546e;oui;methodologie;calameo
https://fr.calameo.com/read/006170195cbf5fff407b2;oui;methodologie;calameo
https://fr.slideshare.net/debeljackitatjana/ploc-revue-haikunum;oui;methodologie;slideshare
https://fr.slideshare.net/debeljackitatjana/ploc-revue-haikunumero46;oui;methodologie;slideshare
https://fr.slideshare.net/sandradulier/inspiration-livres;oui;methodologie;slideshare
https://fragile-revue.fr/;oui;methodologie;
https://francoiserenaud.com/terrainfragile/tag/la-montre-oignon/;oui;methodologie;
https://gammalphabets.org/;oui;methodologie;
https://glossolalies.net/;oui;autre;
https://glossolalies.net/andre-rougier-poesie/;oui;methodologie;
https://gofeedthecat.wordpress.com/flo-chako_ecriveries/haikus_poemes/;oui;methodologie;wordpress
https://goudrongrumesvoix.wordpress.com/;oui;methodologie;wordpress
https://graceminlibe.wordpress.com/2015/05/18/un-peu-de-moi/;oui;cartoweb_JP;wordpress
https://grazielladupuy0037.wixsite.com/spirit-of-haikus;oui;methodologie;wixsite
https://groupelitterairejeanpliya.wordpress.com/;oui;autre;wordpress
https://hadominique75.wordpress.com/;oui;methodologie;wordpress
https://hadominique75.wordpress.com/2016/12/02/vers-lhorizon-perdu-12/;oui;methodologie;wordpress
https://haicourtoujours.wordpress.com/;oui;methodologie;wordpress
https://haicourtoujours.wordpress.com/2013/03/17/compte-rendu-du-kukai-de-paris-n-76/;oui;methodologie;wordpress
https://haicourtoujours.wordpress.com/category/ete/;oui;methodologie;wordpress
https://haikouest.wordpress.com/;oui;methodologie;wordpress
https://haikucanada.org/;oui;methodologie;
https://haikucanada.org/resources/articles/5.pdf;oui;methodologie;pdf
https://haikus2points.blogspot.com/;oui;methodologie;blogspot
https://hazardzoneeditions.wixsite.com/abridedition;oui;methodologie;wixsite
https://helenedassavray.fr/;oui;autre;
https://heleneducauteur.wordpress.com/;oui;methodologie;wordpress
https://helenefrederick.com/;oui;methodologie;
https://hervegasser.com/;oui;methodologie;
https://hervemartindigny.jimdofree.com/;oui;methodologie;jimdofree
https://hiroshimem.com/;oui;repertoire_des_ecritures_num;
https://hublots2.blogspot.com/;oui;methodologie;blogspot
https://ilpleuvrademain.com/;oui;methodologie;
https://ilpleuvrademain.com/2012/09/06/vase-communicant-avec-jean-yves-fick-jean_yvesf-vasecommunicant/;oui;methodologie;
https://infusionrevue.wordpress.com/;oui;methodologie;wordpress
https://irregulier.blogspot.com/;oui;autre;blogspot
https://isabelleflukiger.ch/;oui;cartoweb_JP;
https://issuu.com/danieleduteil/docs/echo_18_ed5ab252e259e6;oui;methodologie;issu
https://issuu.com/danieleduteil/docs/echo_26_aout_2018_pdf;oui;methodologie;issu
https://issuu.com/danieleduteil/docs/echo_27_nov_2018;oui;methodologie;issu
https://issuu.com/danieleduteil/docs/l_echo_de_l_etroit_chemin_n___14_de_df27653252408a;oui;methodologie;issu
https://issuu.com/danieleduteil/docs/l_echo_de_l_etroit_chemin_n___17_se;oui;methodologie;issu
https://issuu.com/danieleduteil/docs/l_echo_de_l_etroit_chemin_n___23_ao;oui;methodologie;issu
https://issuu.com/danieleduteil8/docs/echo_n__31_mai_2020;oui;methodologie;issu
https://issuu.com/kurokami575/docs/echoafah-10-hd;oui;methodologie;issu
https://issuu.com/le_criquet_de_lunel/docs/passage_secret_haiku-v2;oui;methodologie;issu
https://issuu.com/mediathequedunord/docs/jeune_poesie_fx_farine_;oui;methodologie;issu
https://issuu.com/revue303/docs/303-157;oui;methodologie;issu
https://issuu.com/revuecequireste/docs/nuit_-_val_rie_canat_de_chizy___col;oui;methodologie;issu
https://issuu.com/revuediptyque/docs/diptyque-2extraits/53;oui;methodologie;issu
https://issuu.com/sandradulierauteur/docs/au_coin_du_po__me_juillet_2016;oui;methodologie;issu
https://jack-jackyboy.blogspot.com/;oui;autre;blogspot
https://jacquesjosse.blogspot.com/;oui;autre;blogspot
https://jamilaabitar.blogspot.com/p/blog-page.html;oui;cartoweb_JP;blogspot
https://janickbelleau.ca/contenu/AFH_revue_gong_13_octobre_2006.pdf;oui;methodologie;pdf
https://janickbelleau.ca/contenu/Commentaire_Louise_Vachon.pdf;oui;methodologie;pdf
https://janickbelleau.ca/contenu/Dominique_Chipot_Ploc_Lettre_du_haiku_juin_2012.pdf;oui;methodologie;pdf
https://janickbelleau.ca/contenu/recension_D_Chipot_ploc_39_Nov2010.pdf;oui;methodologie;pdf
https://janickbelleau.ca/fr/accueil.php;oui;methodologie;
https://janickbelleau.ca/fr/dossierdepresse.php;oui;methodologie;
https://jardinsdetecommedhiver.tumblr.com/;oui;methodologie;tumblr
https://jeanfabienauteur.wordpress.com/;oui;methodologie;wordpress
https://jeanfrancoiscaron.wordpress.com/;oui;methodologie;wordpress
https://jean-francois-m.blogspot.com/;oui;autre;blogspot
https://jeanyvesfick.files.wordpress.com/2011/01/un-noyau-de-nuit-comme-avancer-loin-aveuglc3a9-dc3a9ploiement-iii1.pdf;oui;methodologie;wordpress
https://jodoinrichard.wordpress.com/;oui;methodologie;wordpress
https://josettehersent.wordpress.com/;oui;methodologie;wordpress
https://journalkafka.com/;oui;methodologie;
https://journals.openedition.org/agon/3334;oui;methodologie;
https://journals.openedition.org/itineraires/3124;oui;methodologie;
https://journals.openedition.org/transcontinentales/397?lang=en;oui;methodologie;
https://kader-mourtadhoi.iggybook.com/fr/des-murs-a-franchir/;oui;cartoweb_JP;
https://krystin-vesteralen-auteur.jimdofree.com/;oui;methodologie;jimdofree
https://la_cause_des_causeuses.typepad.com/a_cause_des_causeuses/;oui;methodologie;typepad
https://la_cause_des_causeuses.typepad.com/le_courage_des_escargots_/;oui;autre;typepad
https://laboucheaoreilles.wordpress.com/;oui;methodologie;wordpress
https://lacouverture5.wordpress.com/author/obedlamy/;oui;cartoweb_JP;wordpress
https://ladistanceaupersonnage.fr/a-propos/;oui;autre;
https://lalitoutsimplement.wordpress.com/;oui;methodologie;wordpress
https://lapageblanche.com/;oui;autre;
https://lapsusulaval.wordpress.com/;oui;methodologie;wordpress
https://larecrue.org/;oui;repertoire_des_ecritures_num;
https://larencore.blogspot.com/;oui;methodologie;blogspot
https://laurelimongi.com/;oui;methodologie;
https://lavieaucontraire.wordpress.com/;oui;autre;wordpress
https://lavieaucontraire.wordpress.com/author/jolhamm/;oui;autre;wordpress
https://laviemanifeste.com/;oui;autre;
https://lecridupapillon.blog4ever.com/;oui;autre;blog4ever
https://lefilamenttire.blogspot.com/;oui;methodologie;blogspot
https://lepandemoniumlitteraire.blogspot.com/?view=classic;oui;autre;blogspot
https://leplate.wordpress.com/;oui;repertoire_des_ecritures_num;wordpress
https://leportraitinconscient.com/2014/02/07/franck-queyraud-il-fallait-accepter-la-possibilite-de-tout-perdre-vasesco-fevrier-2014/;oui;methodologie;
https://lesbellesphrases264473161.wordpress.com/;oui;methodologie;wordpress
https://lescosaquesdesfrontieres.com/;oui;methodologie;
https://lesmarges.net/;oui;autre;
https://lesnarinesdescrayons.wordpress.com/ ;oui;methodologie;wordpress
https://lespoesiesdulion.wordpress.com/;oui;methodologie;wordpress
https://lestempesdutemps.com/;oui;methodologie;
https://lettrescapitales.com/a-propos/;oui;cartoweb_JP;
https://lettresdemalaisie.files.wordpress.com/2014/09/pantouns-12-septembre-20143.pdf;oui;methodologie;wordpress
https://leventquisouffle.com/;oui;autre;
https://librebonimenteur.net/;oui;methodologie;
https://lichen-poesie.blogspot.com/;oui;methodologie;blogspot
https://lichen-poesie.blogspot.com/p/iocasta-huppen_28.html;oui;methodologie;blogspot
https://linconnublog.wordpress.com/;oui;cartoweb_JP;wordpress
https://lionel-edouard-martin.net/;oui;autre;
https://lireditelle.wordpress.com/;oui;autre;wordpress
https://litteraturesauvage.wordpress.com/;oui;autre;wordpress
https://litteraturesauvage.wordpress.com/2014/06/06/vaseco-6-un-poeme-deric-dubois/;oui;methodologie;wordpress
https://litteraturesauvage.wordpress.com/2014/08/01/vaseco-7-silence-sauvage-de-franck-queyraud/;oui;methodologie;wordpress
https://littleblack2000.wordpress.com/;oui;cartoweb_JP;wordpress
https://litt-orale.com/;oui;methodologie;
https://lobaia.wordpress.com/;oui;methodologie;wordpress
https://l-oeil-bande.blogspot.com/;oui;methodologie;blogspot
https://louvalse.fr/;oui;autre;
https://lucienraphmaj.wordpress.com/;oui;autre;wordpress
https://magnuselizabeth.tumblr.com/;oui;methodologie;tumblr
https://mainichi.jp/english/english/features/haiku/etc/pdf/MainichiHaikuContest2012.pdf;oui;methodologie;wordpress
https://maplumesurlacommode.wordpress.com/;oui;autre;wordpress
https://ma-querelle.net/;oui;repertoire_des_ecritures_num;
https://marieliane.wordpress.com/;oui;autre;wordpress
https://marieliane.wordpress.com/2013/04;oui;autre;wordpress
https://marsupilamima.blogspot.com/2012/11/lire-ou-marcher-pas-besoin-de-choisir.html?m=1;oui;methodologie;blogspot
https://materiaucomposite.wordpress.com/;oui;methodologie;wordpress
https://maykan.wordpress.com/2017/04/19/dominique-blondeau-nous-parle-de-patrick-roy/;oui;methodologie;wordpress
https://medium.com/@sandradulierauteur;oui;methodologie;medium
https://medium.com/@ThomasCorinne1;oui;methodologie;medium
https://memoire2silence.wordpress.com/;oui;methodologie;wordpress
https://meredithledez.com/;oui;autre;
https://michelgheude.skyrock.com/;oui;cartoweb_JP;
https://mondesfrancophones.com/;oui;methodologie;
https://mondesfrancophones.com/espaces/pratiques-poetiques/nous-voici-dans-le-nombre/;oui;methodologie;
https://mondesfrancophones.com/espaces/pratiques-poetiques/poemes-2/;oui;methodologie;
https://motamotetplus.blog4ever.com/;oui;methodologie;blog4ever
https://motmaquis.net/;oui;methodologie;
https://mouadmoutaoukil.com/textes/;oui;cartoweb_JP;
https://mtpham75.wixsite.com/livre;oui;methodologie;wixsite
https://myspace.com/soulsistoeurs;oui;methodologie;
https://nicolasbleusher.wordpress.com/;oui;methodologie;wordpress
https://nicolasesse.com/;oui;methodologie;
https://notre-nouveau-monde.blogspot.com/2015/04/les-nouvelles-et-leur-genese-erik.html?m=1;oui;methodologie;blogspot
https://nouvelorphee.blogspot.com/;oui;methodologie;blogspot
https://numeriklire.wordpress.com/2013/11/02/paroles-dauteur-xavier-fisselier-jecris-je-note-je-brouillonne-depuis-mon-adolescence/;oui;methodologie;wordpress
https://odiledechavanne.weebly.com/;oui;methodologie;weebly
https://oucarpo.wordpress.com/;oui;repertoire_des_ecritures_num;wordpress
https://pagepaysage.wordpress.com/;oui;autre;wordpress
https://pascalbleval.wordpress.com/;oui;methodologie;wordpress
https://pasteack.typepad.fr/;oui;methodologie;typepad
https://petitshaikus.wordpress.com/;oui;methodologie;wordpress
https://philippe-castelneau.com/;oui;autre;
https://pierrealainmercoeur.wordpress.com/;oui;autre;wordpress
https://pierresel.typepad.fr/la-pierre-et-le-sel/2012/06/un-entretien-avec-lydia-padellec.html;oui;methodologie;typepad
https://pierresel.typepad.fr/la-pierre-et-le-sel/2019/06/entretien-avec-st%C3%A9phane-bataillon.html;oui;methodologie;typepad
https://plumes.ecritreve.fr/;oui;methodologie;
https://poemesale.com/;oui;methodologie;
https://poesie.webnet.fr/vospoemes/Poemes/dominique_chipot/haiku_halloween;oui;methodologie;webnet
https://poesie.webnet.fr/vospoemes/Poemes/jean_francois_joubert/migrateur;oui;methodologie;webnet
https://poesie.webnet.fr/vospoemes/poemes/lionel_reynaud/photographie;oui;methodologie;webnet
https://poesie.webnet.fr/vospoemes/Poemes/patricia_laranco;oui;methodologie;webnet
https://poesie.webnet.fr/vospoemes/Poemes/said_nouahad/le_depart;oui;cartoweb_JP;webnet
https://poesiebio.wordpress.com/;oui;methodologie;wordpress
https://poesiecls.blogspot.com/ ;oui;methodologie;blogspot
https://poesiecontemporaineblogspot.blogspot.com/;oui;methodologie;blogspot
https://poesiecritique.tumblr.com/;oui;methodologie;tumblr
https://poesiedanger.blogspot.com/;oui;methodologie;blogspot
https://poesiedeslavesbleues.wordpress.com/;oui;methodologie;wordpress
https://poesiemuziketc.wordpress.com/;oui;methodologie;wordpress
https://poesiemuziketc.wordpress.com/2017/06/23/le-capital-des-mots-eric-dubois-entrevue-avec-melanie-romain/;oui;methodologie;wordpress
https://poesievisuelle.net/;oui;autre;
https://poezibao.typepad.com/flotoir/;oui;autre;typepad
https://poezibao.typepad.com/poezibao/2011/01/un-entretien-avec-lucien-suel-par-sylvain-courtoux.html;oui;methodologie;typepad
https://polaroid-de-mots.tumblr.com/;oui;methodologie;tumblr
https://poussiere-virtuelle.com/;oui;autre;
https://prendreapart.wordpress.com/;oui;methodologie;wordpress
https://rappelparolecreation.org/;oui;methodologie;
https://rappelparolecreation.org/concours-litteraires-ambassadeurs-de-rivieres/la-riviere-saint-charles-minspire-2017-concours-litteraire-ambassadeur-de-riviere/;oui;methodologie;
https://remue.net/;oui;methodologie;
https://remue.net/andre-rougier;oui;methodologie;
https://remue.net/arnaud-maisetti;oui;methodologie;
https://remue.net/Benoit-Vincent-Farigoule-Bastard-en-trois-temps-temps-3;oui;methodologie;
https://remue.net/Laurent-Margantin-Se-lire-monde;oui;methodologie;
https://remue.net/Thierry-Radiere-coupable-de-n-avoir-pas;oui;methodologie;
https://residence2014.wordpress.com/;oui;cartoweb_JP;wordpress
https://residenceangers2014.wordpress.com/;oui;cartoweb_JP;wordpress
https://ressources.org/_laurent-margantin,008_.html;oui;methodologie;
https://retailles.com/;oui;repertoire_des_ecritures_num;
https://revuecatastrophes.wordpress.com/;oui;autre;wordpress
https://revuelapiscine.com/;oui;methodologie;
https://revue-secousse.fr/index.htm;oui;methodologie;
https://revuespam.wordpress.com/;oui;methodologie;wordpress
https://revue-traversees.com/;oui;methodologie;
https://revuevoix.wordpress.com/;oui;methodologie;wordpress
https://revuewatts.tumblr.com/;oui;methodologie;tumblr
https://rubatopleinetvidedelies.wordpress.com/;oui;methodologie;wordpress
https://rvjeanney.wordpress.com/2010/04/02/vases-communicants-jean-yves-fick-de-gammalphabets/;oui;methodologie;wordpress
https://samdixneuf.wordpress.com/;oui;autre;wordpress
https://samdixneuf.wordpress.com/2011/04/01/ultima-irradieux-experts/;oui;methodologie;wordpress
https://sandradulier.blogspot.com/;oui;methodologie;blogspot
https://sandradulierauteur.blogspot.com/;oui;methodologie;blogspot
https://sandradulierauteur.tumblr.com/;oui;methodologie;tumblr
https://sauvageana.blogspot.com/;oui;methodologie;blogspot
https://sauvageana.blogspot.com/2011/07/vases-communicants-juillet-2011.html;oui;methodologie;blogspot
https://sauvageana.blogspot.com/2014/05/vases-communicants-franck-queyraud.html;oui;methodologie;blogspot
https://schabrieres.wordpress.com/2016/09/06/eric-allard-le-beau-bleu-ebloui-de-la-nuit/;oui;methodologie;wordpress
https://scivere.wordpress.com/;oui;methodologie;wordpress
https://scriptopolis.wordpress.com/;oui;methodologie;wordpress
https://sebasauger.wordpress.com/;oui;autre;wordpress
https://semenoir.typepad.fr/;oui;autre;typepad
https://semenoir.typepad.fr/semenoir/2012/07/juliette-mezenc-la-baleine-c-est-moi-vasesco.html;oui;methodologie;typepad
https://sereineberlottier.net/;oui;cartoweb_JP;
https://sergebonnery.com/;oui;autre;
https://short-edition.com/fr/auteur/andre-cayrel;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/blandine-berne;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/christian-cosberg;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/corinne-elizabeth-magnus-auteur;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/iocasta-huppen;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/jean-francois-joubert;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/jean-louis-riguet;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/jean-pierre-haga;oui;cartoweb_JP;short-edition
https://short-edition.com/fr/auteur/sandra-dulier;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/solenn-emmvrique-1?page=2;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/valerie-pascual;oui;methodologie;short-edition
https://short-edition.com/fr/auteur/vaucey;oui;methodologie;short-edition
https://short-edition.com/fr/oeuvre/tres-tres-court/la-strategie-est-un-carre-hermes;oui;methodologie;short-edition
https://sijeunessesavaitsivieillessepouvait.wordpress.com/;oui;methodologie;wordpress
https://simplicitehaiku.blogspot.com/;oui;methodologie;blogspot
https://sites.google.com/site/creacecile/;oui;methodologie;
https://sites.google.com/site/groupehaikumontreal/;oui;methodologie;
https://sites.google.com/site/revuepaysagesecrits/;oui;methodologie;
https://souffledeau.wordpress.com/;oui;methodologie;wordpress
https://soundcloud.com/bakurael;oui;methodologie;soundcloud
https://soundcloud.com/band-of-watts;oui;methodologie;soundcloud
https://soundcloud.com/eric-dubois-8;oui;methodologie;soundcloud
https://soundcloud.com/exorcistedesmots;oui;methodologie;soundcloud
