Id,Label,timeset,authority,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Hub,modularity_class,clustering
abandonedspaces,abandonedspaces,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Eve_Piper_,Eve_Piper_,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
EnFeeTamine,EnFeeTamine,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Anu_yu,Anu_yu,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
GalacticSpecter,GalacticSpecter,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
CindyCostes,CindyCostes,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
extrafabulous,extrafabulous,,false,2,0,2,2,0,2,0,0,0,0,0,3,0
loishh,loishh,,false,2,0,2,2,0,2,0,0,0,0,0,3,0
Eupholie_,Eupholie_,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Kekeflipnote,Kekeflipnote,,false,1,0,1,1,0,1,0,0,0,0,0,3,0
Viedauteur,Viedauteur,,true,0,97,97,0,184,184,3,0.608479,0.69194,0,0,37,0.003866
olg_ann,olg_ann,,false,1,0,1,4,0,4,0,0,0,0,0,37,0
MarieEtDesMots,MarieEtDesMots,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
Juliana_Lyn_,Juliana_Lyn_,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
EmilyChain1,EmilyChain1,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
isadora_books,isadora_books,,false,1,0,1,3,0,3,0,0,0,0,0,37,0
rainetterouge,rainetterouge,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
Rajasvir,Rajasvir,,false,2,0,2,8,0,8,0,0,0,0,0,37,0.5
j_woodwind,j_woodwind,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
PluieBD,PluieBD,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
heure_h,heure_h,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
ChrubZ,ChrubZ,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
RyanneKelyn,RyanneKelyn,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
ian_nale,ian_nale,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
YTCreateurs,YTCreateurs,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
LaCroqueLivres,LaCroqueLivres,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
RobespierreAlex,RobespierreAlex,,false,1,0,1,3,0,3,0,0,0,0,0,37,0
LoPerretPlumeS1,LoPerretPlumeS1,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
SalemaMelinda,SalemaMelinda,,false,1,0,1,5,0,5,0,0,0,0,0,37,0
TomNessy,TomNessy,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
hello_patrickF,hello_patrickF,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
pixaelle,pixaelle,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Martin_Stvt,Martin_Stvt,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
annavictoriaval,annavictoriaval,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
smoleternity,smoleternity,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
BrigitteBrando,BrigitteBrando,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
HTenessa,HTenessa,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
FenRyck,FenRyck,,false,2,0,2,2,0,2,0,0,0,0,0,37,0.5
MillerCharlot11,MillerCharlot11,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
EOakenart,EOakenart,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
MerulineMymy,MerulineMymy,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Ahogur_SJF,Ahogur_SJF,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
666Deadhunter,666Deadhunter,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
mamzellenette,mamzellenette,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
MONGE82354028,MONGE82354028,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
HabliliAnouar,HabliliAnouar,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
lasorcieredesmo,lasorcieredesmo,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
JeromeHurstel,JeromeHurstel,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
CamDeraeve,CamDeraeve,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
cLouffy,cLouffy,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Paradyr,Paradyr,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Squizzard_,Squizzard_,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
cdestokyauteur,cdestokyauteur,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
EloLry,EloLry,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
TempsANouveau,TempsANouveau,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
J_Sauvignet,J_Sauvignet,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
MetalAssBender,MetalAssBender,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
rosemaryauteure,rosemaryauteure,,false,1,0,1,2,0,2,0,0,0,0,0,37,0
Elfydil,Elfydil,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
Alexis_Oursin,Alexis_Oursin,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
carligrillo,carligrillo,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
arty_ed,arty_ed,,false,1,0,1,1,0,1,0,0,0,0,0,37,0
jeanlouisriguet,jeanlouisriguet,,true,0,4,4,0,154,154,1,1,1,0,0,11,0
JeanLouisRiguet,JeanLouisRiguet,,false,1,0,1,2,0,2,0,0,0,0,0,11,0
DescoteauxInfo,DescoteauxInfo,,true,0,1,1,0,1,1,1,1,1,0,0,27,0
F_Choquette,F_Choquette,,false,1,0,1,1,0,1,0,0,0,0,0,27,0
reveline02,reveline02,,true,0,31,31,0,34,34,1,1,1,0,0,20,0
SPA_Officiel,SPA_Officiel,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
VoyageAPRR,VoyageAPRR,,false,1,0,1,2,0,2,0,0,0,0,0,20,0
MurielDouru,MurielDouru,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Mister12points,Mister12points,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
MehdiOmais,MehdiOmais,,false,2,0,2,2,0,2,0,0,0,0,0,30,0
PartiAnimaliste,PartiAnimaliste,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Bad_moody_,Bad_moody_,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
courbet_julien,courbet_julien,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
JPhilippeLongo,JPhilippeLongo,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Pierric2005,Pierric2005,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Cawine_A,Cawine_A,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
KentNealPoete,KentNealPoete,,false,2,0,2,2,0,2,0,0,0,0,0,20,0
CassAngel22,CassAngel22,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Carrosse4elena,Carrosse4elena,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
mattcolville,mattcolville,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
PoliceNat44,PoliceNat44,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
ParisA4Pattes,ParisA4Pattes,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
1AmiDesAnimaux,1AmiDesAnimaux,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
BixeLizarazu,BixeLizarazu,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
pilmolt,pilmolt,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
Haiku_Climat,Haiku_Climat,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
CanalplusCinema,CanalplusCinema,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
TonioAlbertini,TonioAlbertini,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
CaronAymericoff,CaronAymericoff,,false,1,0,1,2,0,2,0,0,0,0,0,20,0
ParisMatch,ParisMatch,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
longcoffee_,longcoffee_,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
tsamere,tsamere,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
konbininews,konbininews,,false,1,0,1,1,0,1,0,0,0,0,0,20,0
thomascorinne1,thomascorinne1,,true,0,7,7,0,50,50,8,0.219289,0.240443,0,0,5,0.071429
InstantLittr1,InstantLittr1,,false,1,0,1,4,0,4,0,0,0,0,0,5,0
christophemeign,christophemeign,,false,1,0,1,1,0,1,0,0,0,0,0,5,0
OsxSts,OsxSts,,false,1,0,1,1,0,1,0,0,0,0,0,5,0
blberne,blberne,,true,0,35,35,0,47,47,1,1,1,0,0,29,0
coralinesoulier,coralinesoulier,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
ClaudePonti,ClaudePonti,,false,2,0,2,2,0,2,0,0,0,0,0,29,0
XavierMauduit,XavierMauduit,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
LaurenceCohen94,LaurenceCohen94,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
cafepedagogique,cafepedagogique,,false,1,0,1,2,0,2,0,0,0,0,0,29,0
UniversiteLyon,UniversiteLyon,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
rolandkelts,rolandkelts,,false,1,0,1,2,0,2,0,0,0,0,0,29,0
ChorosTweets,ChorosTweets,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
GeorgesSalines,GeorgesSalines,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
PhilippeMeirieu,PhilippeMeirieu,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
Mlfpedagogie,Mlfpedagogie,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
outilstice,outilstice,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
aurelien_veron,aurelien_veron,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
sabinegodard,sabinegodard,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
GREENJUICEPRADA,GREENJUICEPRADA,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
Fuzzyraptor,Fuzzyraptor,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
meliemeliie,meliemeliie,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
PopSciences,PopSciences,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
LeLetchi,LeLetchi,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
cbarthalois,cbarthalois,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
marijul87,marijul87,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
Vivienne2345,Vivienne2345,,false,2,0,2,3,0,3,0,0,0,0,0,8,0
MartinWinckler,MartinWinckler,,false,2,0,2,2,0,2,0,0,0,0,0,29,0
actdottv,actdottv,,false,1,0,1,1,0,1,0,0,0,0,0,29,0
araimbault66,araimbault66,,true,0,6,6,0,8,8,1,1,1,0,0,8,0
wipplay,wipplay,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
Ariel_ul_,Ariel_ul_,,false,1,0,1,2,0,2,0,0,0,0,0,8,0
InstduToutMonde,InstduToutMonde,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
Euromanga,Euromanga,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
anciensUSA,anciensUSA,,false,1,0,1,1,0,1,0,0,0,0,0,8,0
petiteracine,petiteracine,,true,1,62,63,1,126,127,12,0.153176,0.228622,79.666667,0,30,0.009254
AteliersMedicis,AteliersMedicis,,false,2,0,2,4,0,4,0,0,0,0,0,30,1
moitiedufourbi,moitiedufourbi,,false,3,0,3,5,0,5,0,0,0,0,0,30,0
AOC_media,AOC_media,,false,2,0,2,2,0,2,0,0,0,0,0,30,1
LucienRaphmaj,LucienRaphmaj,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
DenisCosnard,DenisCosnard,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
SyndromeL,SyndromeL,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
DariusRochebin,DariusRochebin,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
mleroyterquem,mleroyterquem,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
beaudonnet,beaudonnet,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
DelphineChaume,DelphineChaume,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
Arcanah3,Arcanah3,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
SabineHuynh,SabineHuynh,,false,4,0,4,5,0,5,0,0,0,0,0,42,0.166667
arouvroy,arouvroy,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
inhesj,inhesj,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
v_delmas,v_delmas,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
quidamediteur,quidamediteur,,false,3,0,3,9,0,9,0,0,0,0,0,30,0
diacritik,diacritik,,false,5,0,5,22,0,22,0,0,0,0,0,30,0.25
LaViduite,LaViduite,,false,2,0,2,3,0,3,0,0,0,0,0,30,0
MemoireSilence,MemoireSilence,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
lairnu,lairnu,,false,4,0,4,16,0,16,0,0,0,0,0,30,0.25
revuelapiscine,revuelapiscine,,false,2,0,2,2,0,2,0,0,0,0,0,33,0
ivoix,ivoix,,false,1,0,1,9,0,9,0,0,0,0,0,30,0
oliviermeneux,oliviermeneux,,false,1,0,1,3,0,3,0,0,0,0,0,30,0
Becket6,Becket6,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Anh_Mat,Anh_Mat,,false,2,0,2,5,0,5,0,0,0,0,0,30,0
LaDameAuChapal,LaDameAuChapal,,false,2,0,2,4,0,4,0,0,0,0,0,30,1
canope_72,canope_72,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
ecriTech,ecriTech,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
fbon,fbon,,true,5,14,19,6,16,22,2,0.694444,0.78,701.374603,0,31,0.020468
relirenet,relirenet,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
juliettemezenc,juliettemezenc,,true,1,54,55,2,133,135,12,0.152453,0.221774,35.95,0,30,0.009783
gvissac,gvissac,,true,6,55,61,17,86,103,11,0.166226,0.224834,7599.478788,0,30,0.030392
tulisquoi,tulisquoi,,false,2,0,2,4,0,4,0,0,0,0,0,33,0
UnLivreParJour,UnLivreParJour,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
athanorster,athanorster,,true,6,64,70,12,102,114,11,0.162851,0.213892,7579.383333,0,30,0.0211
general_instin,general_instin,,true,2,11,13,2,24,26,12,0.140682,0.168951,1496.95,0,30,0.057692
kentescu,kentescu,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
kashhill,kashhill,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
SebMenard,SebMenard,,false,2,0,2,2,0,2,0,0,0,0,0,30,1
bllisa,bllisa,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
GuenaelB,GuenaelB,,false,2,0,2,3,0,3,0,0,0,0,0,30,0
lesmotslies,lesmotslies,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
NolwennEuzen,NolwennEuzen,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Gaz0line,Gaz0line,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
monterosato,monterosato,,false,2,0,2,2,0,2,0,0,0,0,0,30,0.5
remue_net,remue_net,,false,6,0,6,8,0,8,0,0,0,0,0,30,0.166667
MabrouckRachedi,MabrouckRachedi,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
CartooningPeace,CartooningPeace,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Amyviolet,Amyviolet,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
TxTLab_io,TxTLab_io,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
cjeanney,cjeanney,,false,6,0,6,17,0,17,0,0,0,0,0,30,0.333333
journalkafka,journalkafka,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
yankouton,yankouton,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
aunryz,aunryz,,false,2,0,2,2,0,2,0,0,0,0,0,30,1
sebastienjumel,sebastienjumel,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
CrosMartine,CrosMartine,,false,2,0,2,5,0,5,0,0,0,0,0,30,0
silicium17,silicium17,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Pavlos_Kap,Pavlos_Kap,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
lamiscarreb,lamiscarreb,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
GwenDenieul,GwenDenieul,,false,2,0,2,2,0,2,0,0,0,0,0,14,0
mohamedabdoube1,mohamedabdoube1,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
hugogelin,hugogelin,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
fgriot,fgriot,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
pointepern,pointepern,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
motussette,motussette,,false,2,0,2,2,0,2,0,0,0,0,0,30,0
aixlabelle,aixlabelle,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
apoiraudeau,apoiraudeau,,true,0,12,12,0,14,14,13,0.124499,0.148027,0,0,30,0.015152
editionsPOL,editionsPOL,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
AlterNantesFM,AlterNantesFM,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
LibrairieLvds,LibrairieLvds,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
ester_modie,ester_modie,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
vpecresse,vpecresse,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
FrancisTugaye,FrancisTugaye,,true,1,4,5,30,35,65,1,1,1,0,0,1,0.25
LeaSalame,LeaSalame,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
anne_berthier,anne_berthier,,false,1,0,1,1,0,1,0,0,0,0,0,1,0
guy_allix,guy_allix,,true,1,9,10,2,16,18,1,1,1,0,0,11,0.111111
RecoursauPm,RecoursauPm,,false,1,0,1,1,0,1,0,0,0,0,0,11,0
Mancioday,Mancioday,,false,1,0,1,1,0,1,0,0,0,0,0,11,0
MarionRolland,MarionRolland,,false,1,0,1,1,0,1,0,0,0,0,0,11,0
DesordreNet,DesordreNet,,false,4,0,4,8,0,8,0,0,0,0,0,30,0.166667
piotrr70,piotrr70,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
CAUE_37,CAUE_37,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
benoitmelancon,benoitmelancon,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
marc_jahjah,marc_jahjah,,false,2,0,2,2,0,2,0,0,0,0,0,31,0
christianbok,christianbok,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
EmmanuelPierrat,EmmanuelPierrat,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
sbailly,sbailly,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
michaelalamy,michaelalamy,,false,1,0,1,2,0,2,0,0,0,0,0,31,0
bbordeleau,bbordeleau,,false,1,0,1,1,0,1,0,0,0,0,0,31,0
balaitous,balaitous,,false,6,0,6,17,0,17,0,0,0,0,0,30,0.2
urbanbike,urbanbike,,false,2,0,2,3,0,3,0,0,0,0,0,30,0
christogrossi,christogrossi,,true,1,60,61,1,128,129,12,0.147655,0.213027,4851.231061,0,30,0.003005
lacolline_tn,lacolline_tn,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
BourgoisEditeur,BourgoisEditeur,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Limpromptu_lib,Limpromptu_lib,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
antonincrenn,antonincrenn,,false,3,0,3,18,0,18,0,0,0,0,0,30,0.5
ReliefAgence,ReliefAgence,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Paludes_Campus,Paludes_Campus,,false,1,0,1,3,0,3,0,0,0,0,0,30,0
antoinesilber,antoinesilber,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
tulipecomix,tulipecomix,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
mueditions,mueditions,,false,1,0,1,9,0,9,0,0,0,0,0,30,0
ePagine_Actu,ePagine_Actu,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
1endroitoualler,1endroitoualler,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
OrangeLecteurs,OrangeLecteurs,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
LEspadon2,LEspadon2,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
ThePoacher80,ThePoacher80,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
MassiveAttackUK,MassiveAttackUK,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
LibertaliaLivre,LibertaliaLivre,,false,1,0,1,3,0,3,0,0,0,0,0,30,0
dan_mdpt,dan_mdpt,,false,2,0,2,2,0,2,0,0,0,0,0,42,0
Presquelune,Presquelune,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
falibc,falibc,,false,2,0,2,8,0,8,0,0,0,0,0,30,0
LesAvrils,LesAvrils,,false,1,0,1,3,0,3,0,0,0,0,0,30,0
PlaylistSociety,PlaylistSociety,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Infinemusic,Infinemusic,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
ApaAssoc,ApaAssoc,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
desportesg,desportesg,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
LabasOfficiel,LabasOfficiel,,false,2,0,2,4,0,4,0,0,0,0,0,30,0
UnLivreUnJour,UnLivreUnJour,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
mary_girodias,mary_girodias,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
Sandrinebabu,Sandrinebabu,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
JFaerber,JFaerber,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Fondation_Shoah,Fondation_Shoah,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
fipradio,fipradio,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
FlorianBardou,FlorianBardou,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
UNICEF_france,UNICEF_france,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
AssoConfluences,AssoConfluences,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
festival_OLBJ,festival_OLBJ,,false,2,0,2,2,0,2,0,0,0,0,0,30,0
ourtangledbones,ourtangledbones,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Reporterre,Reporterre,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
LauraLLVazquez,LauraLLVazquez,,false,2,0,2,3,0,3,0,0,0,0,0,30,0.5
louis_hl_,louis_hl_,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
CazierJP,CazierJP,,false,1,0,1,7,0,7,0,0,0,0,0,30,0
GiuliaRastajuly,GiuliaRastajuly,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
ahmsla,ahmsla,,false,2,0,2,2,0,2,0,0,0,0,0,30,0.5
joffreyspeno,joffreyspeno,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
LaManufacture2,LaManufacture2,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
acmontpellier,acmontpellier,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
Philochemins,Philochemins,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
rycholiver,rycholiver,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
G_Lecaplain,G_Lecaplain,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
millerofficiel,millerofficiel,,false,1,0,1,2,0,2,0,0,0,0,0,30,0
BibParis,BibParis,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
CNES,CNES,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
RedacSpectacle,RedacSpectacle,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
IllanaWeizman,IllanaWeizman,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
OdE_CNES,OdE_CNES,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
madmanclaro,madmanclaro,,false,3,0,3,4,0,4,0,0,0,0,0,30,0
Callystor,Callystor,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
pottebonneville,pottebonneville,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
mariericheux,mariericheux,,false,4,0,4,5,0,5,0,0,0,0,0,1,0.166667
AssoJNE,AssoJNE,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
pierrecattan,pierrecattan,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
LaurentMichaud,LaurentMichaud,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
cavarocv,cavarocv,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
ecopoetique,ecopoetique,,false,1,0,1,4,0,4,0,0,0,0,0,30,0
mariecosnay,mariecosnay,,false,2,0,2,3,0,3,0,0,0,0,0,30,0.5
lemonde_culture,lemonde_culture,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
escaledulivre,escaledulivre,,false,1,0,1,1,0,1,0,0,0,0,0,30,0
marilynebp,marilynebp,,true,0,73,73,0,136,136,1,1,1,0,0,2,0
gizceist,gizceist,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
literatura_rte,literatura_rte,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
rabihalameddine,rabihalameddine,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
tripplannermama,tripplannermama,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
mosqueedeparis,mosqueedeparis,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
KissMeAgain99,KissMeAgain99,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
SammyStela,SammyStela,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
Aroofasayz,Aroofasayz,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
FCconferences,FCconferences,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
psyknalyseparis,psyknalyseparis,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
jl_lambert,jl_lambert,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
Tatiana19796,Tatiana19796,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
artinsociety,artinsociety,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
LeChat69962112,LeChat69962112,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
WilhelmGustloff,WilhelmGustloff,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
gregcatarino1,gregcatarino1,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
CorridorElephan,CorridorElephan,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
TimCallahanArt,TimCallahanArt,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
yolandevillemai,yolandevillemai,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
OptimoPrincipi,OptimoPrincipi,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
sakura3740,sakura3740,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
DarckColor,DarckColor,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
soniaguasch3,soniaguasch3,,false,1,0,1,1,0,1,0,0,0,0,0,2,0
